0
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company has an Azure subscription that contains the following unused resources: ✑ 20 user accounts in Azure Active Directory (Azure AD) ✑ Five groups in Azure AD ✑ 10 public IP addresses ✑ 10 network interfaces You need to reduce the Azure costs for the company Solution: You remove the unused user accounts. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  How should you calculate the monthly uptime percentage? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:"
question: # a)
not correct answer:  Downtime in Minutes.
not correct answer:  Maximum Available Minutes.
correct answer:  (Maximum Available Minutes-Downtime in Minutes).
question:   # b)
not correct answer:  60.
"not correct answer:  1,440."
correct answer:  Maximum Available Minutes.
question: # c)
correct answer:  100.
not correct answer:  99.99.
not correct answer:  1.440.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
"question: # By creating additional resource groups in an Azure subscription, additional costs are incurred"
not correct answer:  Yes.
correct answer:  No.
"question: # By copying several gigabits of data to Azure from an on-premises network over a VPN, additional data transfer costs are incurred"
not correct answer:  Yes.
correct answer:  No.
"question: # By copying several gigabits of data to Azure from an on-premises network over a VPN, additional data transfer costs are incurred"
correct answer:  Yes.
not correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. A support plan solution that gives you best practice information, health status and notifications, and 24/7 access to billing information at the lowest possible cost is a Standard support plan. Instructions: Review the underlined text. If it makes the statement correct, select ג€No change is neededג€. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Developer.
correct answer:  Basic.
not correct answer:  Premier.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. You can create an Azure support request from support.microsoft.com. Instructions: Review the underlined text. If it makes the statement correct, select ג€No change is needed.ג€ If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
correct answer:  The Azure portal.
not correct answer:  The Knowledge Center.
not correct answer:  The Security & Compliance admin center.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company has an Azure subscription that contains the following unused resources: ✑ 20 user accounts in Azure Active Directory (Azure AD) ✑ Five groups in Azure AD ✑ 10 public IP addresses ✑ 10 network interfaces You need to reduce the Azure costs for the company. Solution: You remove the unused groups. Does this meet the goal?"
