header,review_text
The use of what AWS feature or service allows companies to track and categorize spending on a detailed level?, The use of what AWS feature or service allows companies to track and categorize spending on a detailed level?A . Cost allocation tagsB . Consolidated billingC . AWS BudgetsD . AWS Marketplace View Answer Answer: C Explanation: Reference: https://aws.amazon.com/blogs/startups/how-to-set-aws-budget-when-paying-with-aws-credits/... 
Which of the following is the customer’s responsibility under the AWS shared responsibility model?, Which of the following is the customer’s responsibility under the AWS shared responsibility model?A . Patching underlying infrastructureB . Physical securityC . Patching Amazon EC2 instancesD . Patching network infrastructure View Answer Answer: C Explanation: Reference: https://aws.amazon.com/compliance/shared-responsibility-model/... 
Which of the following are advantages of AWS consolidated billing? (Choose two.)," Which of the following are advantages of AWS consolidated billing? (Choose two.)A . The ability to receive one bill for multiple accountsB . Service limits increasing by default in all accountsC . A fixed discount on the monthly billD . Potential volume discounts, as usage in all accounts is combinedE . The automatic extension...Continue reading "
What is an example of agility in the AWS Cloud?, What is an example of agility in the AWS Cloud?A . Access to multiple instance typesB . Access to managed servicesC . Using Consolidated Billing to produce one billD . Decreased acquisition time for new compute resources View Answer Answer: D Explanation: Reference: https://aws.amazon.com/blogs/enterprise-strategy/risk-is-lack-of-agility/... 
Which of the following security-related actions are available at no cost?," Which of the following security-related actions are available at no cost?A . Calling AWS SupportB . Contacting AWS Professional Services to request a workshopC . Accessing forums, blogs, and whitepapersD . Attending AWS classes at a local university View Answer Answer: C... "
"Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?"," Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?A . Amazon CloudWatchB . AWS CloudTrailC . AWS ConfigD . AWS Health View Answer Answer: B Explanation: Reference: https://aws.amazon.com/cloudtrail/... "
Which of the following AWS programs can a customer take advantage of to achieve that outcome?, A customer would like to design and build a new workload on AWS Cloud but does not have the AWS-related software technical expertise in-house. Which of the following AWS programs can a customer take advantage of to achieve that outcome?A . AWS Partner Network Technology PartnersB . AWS MarketplaceC . AWS Partner Network Consulting...Continue reading 
"Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?"," Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?A . AWS MarketplaceB . Amazon LumberyardC . AWS ArtifactD . Amazon CloudSearch View Answer Answer: A Explanation: AWS Marketplace is a digital catalog with thousands of software listings from independent...Continue reading "
"Which AWS service should be used for long-term, low-cost storage of data backups?"," Which AWS service should be used for long-term, low-cost storage of data backups?A . Amazon RDSB . Amazon GlacierC . AWS SnowballD . AWS EBS View Answer Answer: B Explanation: Explanation Amazon S3 Glacier is a secure, durable, and low-cost storage class of S3 for data archiving and long-term backup. Customers can store large...Continue reading "
The AWS Cloud’s multiple Regions are an example of:, The AWS Cloud’s multiple Regions are an example of:A . agility.B . global infrastructure.C . elasticity.D . pay-as-you-go pricing. View Answer Answer: B... 
"If a customer needs to audit the change management of AWS resources, which of the following AWS services should the customer use?"," If a customer needs to audit the change management of AWS resources, which of the following AWS services should the customer use?A . AWS ConfigB . AWS Trusted AdvisorC . Amazon CloudWatchD . Amazon Inspector View Answer Answer: A Explanation: AWS Config is a service that enables you to assess, audit, and evaluate the...Continue reading "
A characteristic of edge locations is that they:, A characteristic of edge locations is that they:A . host Amazon EC2 instances closer to users.B . help lower latency and improve performance for users.C . cache frequently changing data without reaching the origin server.D . refresh data changes daily. View Answer Answer: C Explanation: Reference: https://www.edureka.co/community/600/what-is-an-edge-location-in-aws... 
Which of the following is an AWS managed Domain Name System (DNS) web service?, Which of the following is an AWS managed Domain Name System (DNS) web service?A . Amazon Route 53B . Amazon NeptuneC . Amazon SageMakerD . Amazon Lightsail View Answer Answer: A Explanation: Reference: https://aws.amazon.com/getting-started/tutorials/get-a-domain/... 
Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?, Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?A . Implement automation.B . Design for agility.C . Design for failure.D . Implement elasticity. View Answer Answer: C... 
Which Amazon EC2 instance pricing model can provide discounts of up to 90%?, Which Amazon EC2 instance pricing model can provide discounts of up to 90%?A . Reserved InstancesB . On-DemandC . Dedicated HostsD . Spot Instances View Answer Answer: D Explanation: Reference: https://aws.amazon.com/ec2/spot/... 
What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?, What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?A . Project managementB . Antivirus software licensingC . Data center securityD . Software development View Answer Answer: C... 
